date,household_employment_total,household_employment_total_sa,household_employment_total_sa_stl,household_employment_seasonal_factor_stl,household_sa_gap_official_vs_stl,household_sa_gap_pct_official_vs_stl,household_employment_total_sa_stl_chained,household_employment_total_sa_spliced_chain,household_employment_total_sa_spliced,firm_employment_total,firm_employment_total_sa,unemployment_rate_sa_qavg,unemployment_rate_sa_qend,gdp_nom_csa,gdp_nom_cssa,gdp_nom_nasa,gdp_real_csa,gdp_real_cssa,gdp_real_nasa,gdp_source,avg_qoq_growth,employment_blended_index,employment_blended_level
1990-01-01,3764.1026401,,3781.5997170121504,0.9953731018030699,,,3798.004146443139,3798.004146443139,3798.004146443139,,,0.40546158666666665,0.40759085,91808.9888526874,91808.988854843,90810.9878884695,114400.886269401,114400.886270401,112647.088561066,detailed,,,
1990-04-01,3827.5953638,,3807.768952978483,1.0052068313667015,,,3824.286903516092,3824.286903516092,3824.286903516092,,,0.43775153333333333,0.46353526,93393.7951827869,93393.7951846238,93568.5176900943,114879.649023447,114879.649024277,114837.059044424,detailed,,,
1990-07-01,3884.1934825,,3833.2155906755647,1.0132989889607158,,,3849.8439277171924,3849.8439277171924,3849.8439277171924,,,0.5118885866666667,0.54314088,94439.244138851,94439.2441388319,93527.0459271843,114815.332111174,114815.332111244,113855.431627825,detailed,,,
1990-10-01,3806.7518355,,3852.2333730636797,0.9881934625555908,,,3868.944208490241,3868.944208490241,3868.944208490241,,,0.61352466,0.65238019,95256.8810025335,95256.8809985602,96855.485112819,114151.645617162,114151.645615259,116723.337993723,detailed,,,
1991-01-01,3864.816522,,3885.6088655071217,0.9946488840676424,,,3902.4644824947904,3902.4644824947904,3902.4644824947904,,,0.7362363566666666,0.79878831,96921.6770866704,96921.6770758287,95642.0692797363,114404.071871588,114404.071865659,112414.737346545,detailed,,,
1991-04-01,4042.1056519,,4030.9044941904885,1.002778819921349,,,4048.390397846692,4048.390397846692,4048.390397846692,,,0.9350825899999999,1.00271991,97276.9136233238,97276.9136136012,97602.376101816,113215.527883247,113215.52787766,113345.493660199,detailed,,,
1991-07-01,4039.1801791,,3988.7988478320162,1.01263070242195,,,4006.1020988660434,4006.1020988660434,4006.1020988660434,4189382.1875,4164116.9493,1.1457958466666667,1.22304514,98305.663926606,98305.6639268793,97494.6938183466,113124.624189573,113124.624189471,112345.783963475,detailed,,,
1991-10-01,3985.7873946000004,,4015.276190045834,0.992655848800902,,,4032.694298739151,4032.694298739151,4032.694298739151,4102128.7518,4124935.5466,1.4320099466666667,1.55348081,99078.6172656362,99078.617285927,100676.388351384,113349.745683146,113349.745694768,115761.886153817,detailed,-0.0013856854231508176,100.0,4067.711437802931
1992-01-01,3960.2129941,,3986.7888570637574,0.9933340179486372,,,4004.083388837635,4004.083388837635,4004.083388837635,4110154.7279,4128420.8971,1.8393843566666668,1.95894931,99828.9546721532,99828.9547210328,98942.1841407852,113996.490772357,113996.490800142,112514.883307637,detailed,-0.0031248957233632746,99.68751042766367,4055.0002637270645
1992-04-01,3989.5758228000004,,3988.3740243056277,1.0003013254241075,,,4005.675432472064,4005.675432472064,4005.675432472064,4131880.2806,4115827.78,2.2147395833333334,2.34755723,100088.850225306,100088.85026328,100200.689829377,113898.785683774,113898.785703716,113842.780853301,detailed,-0.0013263710897877812,99.5552877958195,4049.621828608175
1992-07-01,3998.4491132,,3953.4513883335467,1.0113818839405082,,,3970.601303491675,3970.601303491675,3970.601303491675,4083001.9075,4058797.8271,2.6738064599999998,2.86975597,99659.8382514816,99659.8382425547,98954.0201891398,113071.795874689,113071.795866845,112384.671232369,detailed,-0.011306181012573191,98.42969769124115,4003.8360711814635
1992-10-01,3944.6947344,,3954.348607007575,0.9975586693114338,,,3971.502414264689,3971.502414264689,3971.502414264689,3967781.314,3989148.3379,3.2598887,3.47105216,99705.1879945806,99705.1879166531,101459.970091453,112504.551147121,112504.551107261,114927.075713434,detailed,-0.008466591037000759,97.59633369499379,3969.937228587578
1993-01-01,3897.7611394,,3924.8067296461304,0.9931090644433922,,,3941.832385412156,3941.832385412156,3941.832385412156,3932889.857,3950324.6634,3.7654429933333335,3.94971712,100044.124674662,100044.124499964,98779.5544044401,112130.612992814,112130.612910878,110359.362067843,detailed,-0.008601526629260281,96.75685623179812,3935.7897077993903
1993-04-01,3939.4534804,,3950.1811980730427,0.9972842466876534,,,3967.3169272756577,3967.3169272756577,3967.3169272756577,4005380.8105,3990445.4343,4.309650473333334,4.47363793,101741.354691949,101741.354534417,101557.582148256,113159.392993616,113159.392915089,112853.982303124,detailed,0.008310736739180702,97.56097699165134,3968.4990199216872
1993-07-01,3984.5760321999996,,3949.3045204639197,1.0089310691422548,,,3966.4364466738734,3966.4364466738734,3966.4364466738734,3990035.8105,3966631.2799,4.714807726666667,4.84930506,102766.047480481,102766.047483974,102202.900303775,113590.888220233,113590.888217179,113072.796559467,detailed,-0.0030948635182930784,97.25903908315085,3956.21705708255
1993-10-01,3953.3440443000004,,3946.323695550583,1.001778959175936,,,3963.4426910604107,3963.4426910604107,3963.4426910604107,3930424.906,3950757.9718,4.850407443333334,4.86025065,103728.891903041,103728.892231777,105779.569349952,114212.495721881,114212.495885494,116811.721364875,detailed,-0.0023782410610930227,97.02773364284084,3946.8082192307993
1994-01-01,3910.948861,,3937.5458893631744,0.9932452778683755,,,3954.6268070982674,3954.6268070982674,3954.6268070982674,3902414.7141,3919545.7641,4.8166284133333335,4.78106563,104661.368334863,104661.369118571,103613.996138203,114854.912731221,114854.913111336,113330.979951035,detailed,-0.005062304161856657,96.53654974300517,3926.828275556537
1994-04-01,3900.953722,,3911.429673780934,0.9973217077501978,,,3928.3973004097274,3928.3973004097274,3928.3973004097274,3915089.7659,3901255.4007,4.719136963333333,4.68980645,103969.547682936,103969.548367355,103532.204743637,113899.39613731,113899.396491777,113343.440414091,detailed,-0.005649531067394686,95.99116350609296,3904.643537217456
1994-07-01,3934.9581122,,3912.5993281304,1.0057145601157893,,,3929.572028673322,3929.572028673322,3929.572028673322,3972065.82,3949084.8757,4.5892612999999995,4.55892405,104722.246506988,104722.246479688,104057.660913859,114835.347463447,114835.34747153,114205.068186586,detailed,0.006279528235575538,96.59394272769521,3929.1628565592705
1994-10-01,3941.0364204,,3931.674953844978,1.0023810377675977,,,3948.730403694888,3948.730403694888,3948.730403694888,3928850.8196,3948186.2552,4.37650511,4.31955828,105039.655387124,105039.653946297,107197.905315187,115231.618808531,115231.618066297,117971.618723409,detailed,0.002323941967147025,96.8184214449723,3938.294003017384
1995-01-01,3916.5685155,,3933.420512517,0.9957156889370518,,,3950.483534531125,3950.483534531125,3950.483534531125,3938710.8943,3955935.0414,4.223582256666667,4.18471005,104934.07864738,104956.344272035,103669.779890848,114792.901307821,114817.26084179,113119.838726537,detailed,0.00120329625233917,96.93492268865442,3943.0329374318244
1995-04-01,3910.7490104999997,,3918.403071404155,0.9980466376825764,,,3935.400948354972,3935.400948354972,3935.400948354972,3942750.3872,3929347.2506,4.144871793333333,4.11599415,105774.793669286,105800.831431575,105236.598697804,115156.874709825,115185.226309256,114734.924304804,detailed,-0.0052694482968425604,96.42412912538813,3922.2553292352804
1995-07-01,3918.7365634,,3905.3306112970313,1.0034327316781284,,,3922.2717804349213,3922.2717804349213,3922.2717804349213,3957709.6444,3935633.3355,4.110510036666667,4.10755638,106571.723836437,106602.131250344,105955.939187984,115747.168250793,115780.201488885,114945.792219781,detailed,-0.0008681959646238413,96.3404140855891,3918.850042986214
1995-10-01,3916.2825199000004,,3909.4393838266396,1.0017504136530855,,,3926.398376656632,3926.398376656632,3926.398376656632,3906925.0673,3924782.8598,4.110012233333333,4.11091336,106343.916268673,106379.297549347,108767.129802821,115499.738301368,115538.178290167,118381.19226833,detailed,-0.0008524449945545576,96.25828918182853,3915.5094388826606
1996-01-01,3894.3821938,,3908.4527620308254,0.9963999646183489,,,3925.4074749346396,3925.4074749346396,3925.4074749346396,3888135.9091,3904836.1265,4.21957118,4.28913146,107103.455426527,107107.736459333,105634.845920387,116412.671440758,116417.343094739,114557.006494509,detailed,-0.002667310277196411,96.0015384578285,3905.0655603158693
1996-04-01,3906.2707807,,3908.899829845713,0.999327419667899,,,3925.8564821119585,3925.8564821119585,3925.8564821119585,3909793.0544,3897560.8412,4.433779283333333,4.50364463,107101.815545664,107023.662902966,106720.516894617,115783.665997747,115699.197212305,115293.575049592,detailed,-0.0008743812739172019,95.91759651033374,3901.6510441165105
1996-07-01,3919.2862265,,3907.8195628781014,1.0029342868669857,,,3924.771528989131,3924.771528989131,3924.771528989131,3898628.493,3877639.5986,4.640508036666667,4.74136361,106316.103217065,106155.726483307,105401.931629006,115616.099615957,115441.708428643,114554.107038805,detailed,-0.002693784237162933,95.65921520078764,3891.140838034959
1996-10-01,3898.6919673,,3896.481542587696,1.0005672873560787,,,3913.384324816861,3913.384324816861,3913.384324816861,3852869.1499,3868788.8582,4.9468714799999995,5.02441135,106515.717409449,106493.796743276,108868.364547965,116016.899325371,115993.028181249,118957.52827682,detailed,-0.0025919373132471946,95.41127251155277,3881.0552449057554
1997-01-01,3878.4400305,,3893.316642830005,0.9961789359318107,,,3910.205695849678,3910.205695849678,3910.205695849678,3841042.6051,3857298.6373,5.2638702,5.27927535,106875.201091779,106936.48664179,105184.459439199,116567.226844678,116634.060008601,114394.55019269,detailed,-0.0018911121716129187,95.23083909279708,3873.715734093412
1997-04-01,3887.4443195000003,,3886.136745701853,1.0003364713811465,,,3902.9946526128483,3902.9946526128483,3902.9946526128483,3857746.3435,3847033.8997,5.243147573333333,5.20260109,107896.252186361,107963.190107019,107868.710496821,117645.323336398,117718.300378861,117579.534896293,detailed,-0.002252640178113108,95.01631827846123,3864.989646392204
1997-07-01,3913.3944528,,3899.0264179846945,1.00368503140913,,,3915.940239782292,3915.940239782292,3915.940239782292,3884423.8579,3863919.9989,5.09012074,5.02720521,109343.635131931,109415.564542642,108546.285147751,119367.723449375,119446.255631387,118369.869235448,detailed,0.003853107951292678,95.38242640992252,3879.8818687303815
1997-10-01,3916.585723,,3916.6344683627963,0.9999875542731415,,,3933.624673183839,3933.624673183839,3933.624673183839,3849158.3999,3863557.5554,4.76276201,4.67960204,109646.484020167,109722.746099563,112424.45194624,119819.685761734,119903.067239253,123323.412352609,detailed,0.002211105026828475,95.5933269724286,3888.4606950338325
1998-01-01,3915.6358069000003,,3931.757106789274,0.9958997213074439,,,3948.8129130153943,3948.8129130153943,3948.8129130153943,3859362.6865,3875406.4244,4.483396293333333,4.33045749,110630.251179788,110594.124269106,109116.140911967,120843.300335675,120803.934648059,118844.86757185,detailed,0.0034639797819991935,95.92446032435512,3901.9302442645276
1998-04-01,3949.6082372,,3948.6123393232356,1.0002522146493966,,,3965.7412628788825,3965.7412628788825,3965.7412628788825,3901885.1757,3892557.7769,3.93676329,3.72177853,112012.652088418,111808.854200004,111407.153381998,122218.373855965,121996.130110713,121558.608914015,detailed,0.004356318921591051,96.34233786590951,3918.928296818345
1998-07-01,3974.8094411999996,,3960.896621768937,1.003512542931466,,,3978.078834054109,3978.078834054109,3978.078834054109,3919614.9934,3899081.6608,3.4776365966666667,3.35704475,111548.632455716,111462.893663023,110749.214023719,122014.240266333,121920.577651583,120929.821740762,detailed,0.0023935134104976497,96.57293454359028,3928.3083042515595
1998-10-01,3962.8300864,,3963.122646143905,0.9999261794877359,,,3980.314514834435,3980.314514834435,3980.314514834435,3895955.8573,3909041.1412,3.2004791066666662,3.15210394,110585.714450043,110618.144425417,113389.100883837,121258.573830719,121294.222983535,124853.899492624,detailed,0.0015581572555497525,96.7234103622391,3934.4292263378647
